position,test_season,metric,model,decile,n,mean_prediction,mean_actual,bias
QB,2022,PPG,V972,1,6,3.339513116348266,6.596804029304029,-3.2572909129557632
QB,2022,PPG,V972,2,5,5.638836053643754,3.713809523809524,1.9250265298342297
QB,2022,PPG,V972,3,5,7.715731380262102,7.919741176470589,-0.2040097962084877
QB,2022,PPG,V972,4,6,9.816357211690573,11.827112152553331,-2.0107549408627587
QB,2022,PPG,V972,5,5,11.6270982304728,8.118266666666667,3.508831563806133
QB,2022,PPG,V972,6,5,13.36115695100744,11.914036363636365,1.4471205873710744
QB,2022,PPG,V972,7,6,14.672391325367215,13.02236111111111,1.6500302142561054
QB,2022,PPG,V972,8,5,15.87678959922944,14.620743977591037,1.2560456216384033
QB,2022,PPG,V972,9,5,17.350060339162255,17.41041568627451,-0.06035534711225665
QB,2022,PPG,V972,10,6,19.632879270145366,20.475977792632207,-0.8430985224868408
QB,2022,PPG,M9,1,6,3.386355543098708,6.69680402930403,-3.310448486205322
QB,2022,PPG,M9,2,5,5.4711607535318,2.242666666666667,3.228494086865133
QB,2022,PPG,M9,3,5,7.91196334331876,6.745428571428573,1.1665347718901868
QB,2022,PPG,M9,4,6,10.729561505515685,11.624532679738563,-0.8949711742228779
QB,2022,PPG,M9,5,5,12.238029848199503,13.178149019607844,-0.940119171408341
QB,2022,PPG,M9,6,5,12.933042526203597,8.92157142857143,4.0114710976321675
QB,2022,PPG,M9,7,6,13.49092080745884,13.96556449106449,-0.4746436836056489
QB,2022,PPG,M9,8,5,15.35785112276552,14.810033333333333,0.5478177894321874
QB,2022,PPG,M9,9,5,17.2044398580922,17.83916568627451,-0.634725828182308
QB,2022,PPG,M9,10,6,20.13671433549755,19.602019459298873,0.5346948761986781
QB,2022,SEASON,V972,1,6,19.253848035406534,49.92333333333334,-30.669485297926805
QB,2022,SEASON,V972,2,5,31.614771554976812,28.256,3.358771554976812
QB,2022,SEASON,V972,3,5,45.80694007510584,70.59200000000001,-24.78505992489417
QB,2022,SEASON,V972,4,6,69.85297908433789,65.93333333333332,3.919645751004566
QB,2022,SEASON,V972,5,5,114.21160338446414,135.88000000000002,-21.668396615535883
QB,2022,SEASON,V972,6,5,150.433961070505,158.904,-8.47003892949499
QB,2022,SEASON,V972,7,6,191.34223535530626,160.94333333333336,30.3989020219729
QB,2022,SEASON,V972,8,5,227.02639758097294,165.08400000000003,61.94239758097291
QB,2022,SEASON,V972,9,5,236.47990225372558,272.992,-36.512097746274435
QB,2022,SEASON,V972,10,6,269.6261282654429,312.44,-42.8138717345571
QB,2022,SEASON,M9,1,6,19.582791811908262,19.169999999999998,0.41279181190826364
QB,2022,SEASON,M9,2,5,32.03860306411973,56.872,-24.833396935880273
QB,2022,SEASON,M9,3,5,47.17464199533503,21.996,25.17864199533503
QB,2022,SEASON,M9,4,6,74.68686887560351,113.33666666666669,-38.64979779106318
QB,2022,SEASON,M9,5,5,131.91521736228674,86.7,45.21521736228674
QB,2022,SEASON,M9,6,5,150.02948396791584,232.12800000000001,-82.09851603208418
QB,2022,SEASON,M9,7,6,170.10745632116118,164.63000000000002,5.477456321161156
QB,2022,SEASON,M9,8,5,201.37406059323476,182.964,18.41006059323476
QB,2022,SEASON,M9,9,5,232.928759490125,248.96800000000002,-16.039240509875015
QB,2022,SEASON,M9,10,6,273.3797626954474,293.8366666666667,-20.456903971219276
QB,2023,PPG,V972,1,6,3.6118862125324447,7.932607843137255,-4.32072163060481
QB,2023,PPG,V972,2,5,6.4988783326748045,4.9435,1.5553783326748043
QB,2023,PPG,V972,3,5,8.22893617055882,12.397561904761904,-4.168625734203085
QB,2023,PPG,V972,4,5,9.645489338987494,6.630666666666667,3.0148226723208262
QB,2023,PPG,V972,5,6,11.340716429904235,10.877624183006537,0.46309224689769835
QB,2023,PPG,V972,6,5,12.355451633883195,11.254990476190475,1.1004611576927203
QB,2023,PPG,V972,7,5,14.038805818478647,13.275411764705883,0.7633940537727639
QB,2023,PPG,V972,8,5,15.29878233286109,12.068271493212672,3.230510839648419
QB,2023,PPG,V972,9,5,16.948526720149875,15.924338235294119,1.024188484855756
QB,2023,PPG,V972,10,6,20.09993526213491,17.727044369029663,2.3728908931052466
QB,2023,PPG,M9,1,6,4.546414913301374,8.104274509803922,-3.5578595965025483
QB,2023,PPG,M9,2,5,7.266262919684836,5.197233333333334,2.069029586351502
QB,2023,PPG,M9,3,5,9.696067998285974,10.851828571428571,-1.1557605731425973
QB,2023,PPG,M9,4,5,11.244928785312197,12.031349019607843,-0.7864202342956457
QB,2023,PPG,M9,5,6,12.20664192740859,9.966127450980393,2.2405144764281975
QB,2023,PPG,M9,6,5,12.924914156402622,9.656190476190478,3.268723680212144
QB,2023,PPG,M9,7,5,13.632712194608871,11.365504901960787,2.2672072926480844
QB,2023,PPG,M9,8,5,14.54748909187174,13.866312669683257,0.6811764221884822
QB,2023,PPG,M9,9,5,16.312252787065106,14.951167647058824,1.3610851400062813
QB,2023,PPG,M9,10,6,20.10343896170915,17.279502702362997,2.8239362593461514
QB,2023,SEASON,V972,1,6,18.082655310518508,68.83,-50.747344689481494
QB,2023,SEASON,V972,2,5,34.67020847184966,52.088,-17.41779152815034
QB,2023,SEASON,V972,3,5,44.9382377438079,68.05199999999999,-23.11376225619209
QB,2023,SEASON,V972,4,5,63.53239339600602,31.336000000000002,32.196393396006016
QB,2023,SEASON,V972,5,6,90.92449242546422,132.31000000000003,-41.38550757453581
QB,2023,SEASON,V972,6,5,140.20734794530273,123.06000000000002,17.147347945302712
QB,2023,SEASON,V972,7,5,164.35890669560894,148.85600000000002,15.502906695608914
QB,2023,SEASON,V972,8,5,194.62909585637325,162.6,32.02909585637326
QB,2023,SEASON,V972,9,5,237.848108447249,204.32399999999998,33.524108447249006
QB,2023,SEASON,V972,10,6,273.160633733281,256.06,17.100633733280972
QB,2023,SEASON,M9,1,6,23.414985526355334,68.83,-45.41501447364466
QB,2023,SEASON,M9,2,5,44.969566020847004,55.08,-10.110433979152994
QB,2023,SEASON,M9,3,5,54.98638493592009,65.08,-10.093615064079906
QB,2023,SEASON,M9,4,5,71.43440240560267,48.88000000000001,22.55440240560266
QB,2023,SEASON,M9,5,6,95.91785107752577,125.19000000000001,-29.272148922474244
QB,2023,SEASON,M9,6,5,134.27619669755785,90.74,43.536196697557855
QB,2023,SEASON,M9,7,5,161.1193545683937,151.012,10.107354568393703
QB,2023,SEASON,M9,8,5,188.6147047143974,176.12,12.494704714397386
QB,2023,SEASON,M9,9,5,217.6827683619684,233.22400000000002,-15.541231638031604
QB,2023,SEASON,M9,10,6,264.09213353333286,238.33000000000004,25.762133533332815
QB,2024,PPG,V972,1,6,4.427508435689886,4.522944444444445,-0.09543600875455827
QB,2024,PPG,V972,2,5,6.451702933529695,5.4222316017316015,1.029471331798094
QB,2024,PPG,V972,3,6,8.067686956612315,10.45078431372549,-2.3830973571131757
QB,2024,PPG,V972,4,5,10.153968030639081,7.951965079365079,2.202002951274002
QB,2024,PPG,V972,5,6,11.280994558844862,8.440714285714286,2.840280273130576
QB,2024,PPG,V972,6,5,13.07627391751422,6.350816806722689,6.725457110791531
QB,2024,PPG,V972,7,5,14.270135364203384,15.43480691367456,-1.1646715494711763
QB,2024,PPG,V972,8,6,15.05064560069061,15.488680926916222,-0.4380353262256129
QB,2024,PPG,V972,9,5,15.78953238843182,16.956154278074866,-1.1666218896430465
QB,2024,PPG,V972,10,6,18.538742118359053,18.16302205882353,0.37572005953552434
QB,2024,PPG,M9,1,6,3.856353305519214,6.487814616755794,-2.6314613112365803
QB,2024,PPG,M9,2,5,6.334235116445896,4.0834,2.250835116445896
QB,2024,PPG,M9,3,6,9.373486205304578,10.95657142857143,-1.5830852232668509
QB,2024,PPG,M9,4,5,10.775002728307598,7.688433333333333,3.0865693949742647
QB,2024,PPG,M9,5,6,11.908732898430827,11.978505446623094,-0.06977254819226708
QB,2024,PPG,M9,6,5,13.47706238883059,7.989737394957983,5.4873249938726065
QB,2024,PPG,M9,7,5,14.249424851487612,9.24594285714286,5.003481994344753
QB,2024,PPG,M9,8,6,15.430531099227663,16.59831929590018,-1.1677881966725163
QB,2024,PPG,M9,9,5,16.59988438315778,13.764340106951872,2.8355442762059067
QB,2024,PPG,M9,10,6,18.112604087238534,18.831702731092438,-0.7190986438539042
QB,2024,SEASON,V972,1,6,25.257728286019482,25.62666666666667,-0.36893838064718665
QB,2024,SEASON,V972,2,5,39.33574995555303,41.364000000000004,-2.0282500444469775
QB,2024,SEASON,V972,3,6,57.51978480381769,86.04333333333334,-28.523548529515644
QB,2024,SEASON,V972,4,5,72.60249820235234,65.42,7.182498202352335
QB,2024,SEASON,V972,5,6,95.69680054829242,80.40666666666667,15.29013388162575
QB,2024,SEASON,V972,6,5,123.36001068826022,191.74,-68.37998931173979
QB,2024,SEASON,V972,7,5,170.33074294760644,125.21200000000002,45.11874294760642
QB,2024,SEASON,V972,8,6,190.34536977095635,149.52666666666664,40.81870310428971
QB,2024,SEASON,V972,9,5,210.74434717082835,243.392,-32.64765282917165
QB,2024,SEASON,V972,10,6,256.88117525785833,291.6633333333333,-34.78215807547497
QB,2024,SEASON,M9,1,6,24.902428950294848,20.546666666666667,4.355762283628181
QB,2024,SEASON,M9,2,5,38.68977408717535,114.33999999999999,-75.65022591282464
QB,2024,SEASON,M9,3,6,63.756296597670485,43.46333333333334,20.292963264337146
QB,2024,SEASON,M9,4,5,85.31348980961128,50.75200000000001,34.561489809611274
QB,2024,SEASON,M9,5,6,102.12525637701013,83.5,18.625256377010132
QB,2024,SEASON,M9,6,5,128.6089821157015,186.912,-58.3030178842985
QB,2024,SEASON,M9,7,5,164.29346132383276,164.10399999999998,0.1894613238327736
QB,2024,SEASON,M9,8,6,187.76860821027762,141.22,46.54860821027762
QB,2024,SEASON,M9,9,5,202.7780510912091,241.704,-38.9259489087909
QB,2024,SEASON,M9,10,6,242.50426493922313,268.96666666666664,-26.462401727443506
QB,2025,PPG,V972,1,6,4.0212387893872,2.8969444444444448,1.1242943449427556
QB,2025,PPG,V972,2,5,5.90572009158641,6.539666666666666,-0.6339465750802562
QB,2025,PPG,V972,3,5,7.3691101728328405,9.503350649350649,-2.1342404765178085
QB,2025,PPG,V972,4,5,9.596611767834833,11.257874509803923,-1.6612627419690895
QB,2025,PPG,V972,5,6,11.048369340339368,10.468778280542987,0.5795910597963818
QB,2025,PPG,V972,6,5,12.849066767558337,12.758075350140057,0.09099141741828021
QB,2025,PPG,V972,7,5,14.031374081792944,9.881427450980393,4.1499466308125506
QB,2025,PPG,V972,8,5,15.446397371353708,15.078194444444444,0.36820292690926415
QB,2025,PPG,V972,9,5,16.532169623090464,17.430279831932772,-0.8981102088423079
QB,2025,PPG,V972,10,6,20.005967817220903,17.63582094376212,2.3701468734587827
QB,2025,PPG,M9,1,6,3.798655791017851,3.9419444444444447,-0.1432886534265938
QB,2025,PPG,M9,2,5,6.6298823756764405,7.653714285714285,-1.0238319100378446
QB,2025,PPG,M9,3,5,9.839793160200848,6.948294117647061,2.8914990425537876
QB,2025,PPG,M9,4,5,10.589400120094243,7.257103030303031,3.3322970897912123
QB,2025,PPG,M9,5,6,12.130504243977837,10.449715506715508,1.6807887372623291
QB,2025,PPG,M9,6,5,12.967925575160583,14.957822549019607,-1.9898969738590235
QB,2025,PPG,M9,7,5,13.735345570832795,14.643585972850678,-0.9082404020178831
QB,2025,PPG,M9,8,5,14.948484464075994,16.76141316526611,-1.8129287011901152
QB,2025,PPG,M9,9,5,15.78181460901951,13.173605228758172,2.6082093802613375
QB,2025,PPG,M9,10,6,18.80857512606755,17.487659179056237,1.3209159470113114
QB,2025,SEASON,V972,1,6,20.40965589519093,15.013333333333335,5.396322561857595
QB,2025,SEASON,V972,2,5,35.70343429678329,61.664,-25.96056570321671
QB,2025,SEASON,V972,3,5,50.599112150857366,60.004,-9.404887849142632
QB,2025,SEASON,V972,4,5,69.35798085132673,137.12400000000002,-67.7660191486733
QB,2025,SEASON,V972,5,6,100.55819693241914,121.11999999999999,-20.561803067580854
QB,2025,SEASON,V972,6,5,135.37362489731512,109.15600000000002,26.217624897315105
QB,2025,SEASON,V972,7,5,171.12530590600113,184.728,-13.602694093998878
QB,2025,SEASON,V972,8,5,208.56990933350625,260.16400000000004,-51.5940906664938
QB,2025,SEASON,V972,9,5,227.38675657588473,205.64000000000001,21.746756575884717
QB,2025,SEASON,V972,10,6,269.81410999137637,255.76333333333335,14.05077665804302
QB,2025,SEASON,M9,1,6,19.976014304972253,14.05666666666667,5.919347638305583
QB,2025,SEASON,M9,2,5,40.87270613446545,79.78799999999998,-38.91529386553453
QB,2025,SEASON,M9,3,5,67.76730132944155,62.13600000000001,5.631301329441541
QB,2025,SEASON,M9,4,5,87.45982370317907,32.144000000000005,55.31582370317906
QB,2025,SEASON,M9,5,6,105.76533906520517,156.46,-50.69466093479484
QB,2025,SEASON,M9,6,5,130.30348222119198,173.18,-42.87651777880802
QB,2025,SEASON,M9,7,5,160.3327354040761,198.36800000000002,-38.035264595923934
QB,2025,SEASON,M9,8,5,194.9955699192578,230.084,-35.0884300807422
QB,2025,SEASON,M9,9,5,214.62427321580194,233.44,-18.815726784198063
QB,2025,SEASON,M9,10,6,254.55420211148143,229.16333333333333,25.390868778148104
RB,2022,PPG,V972,1,12,1.9524590113745148,1.1346055088702147,0.8178535025043001
RB,2022,PPG,V972,2,11,3.2686515213217033,3.010695112967841,0.25795640835386235
RB,2022,PPG,V972,3,11,4.323699026367217,3.233990453990454,1.0897085723767632
RB,2022,PPG,V972,4,11,5.382538069654816,5.335623371726313,0.04691469792850356
RB,2022,PPG,V972,5,12,6.40303390183006,4.22873020361991,2.1743036982101502
RB,2022,PPG,V972,6,11,7.739524248894482,4.03327608665844,3.706248162236042
RB,2022,PPG,V972,7,11,8.819203206714395,6.981299974535269,1.8379032321791255
RB,2022,PPG,V972,8,11,10.115246824420252,9.554325333757152,0.5609214906630999
RB,2022,PPG,V972,9,11,11.721908354451006,11.091904519277515,0.6300038351734916
RB,2022,PPG,V972,10,12,14.382915056989043,15.836825529454204,-1.4539104724651608
RB,2022,PPG,M9,1,12,2.099314590578645,1.0371367739014796,1.0621778166771652
RB,2022,PPG,M9,2,11,3.5361366872506483,2.712316017316017,0.8238206699346313
RB,2022,PPG,M9,3,11,4.372477692555513,4.503286125639066,-0.13080843308355306
RB,2022,PPG,M9,4,11,5.231830205651582,3.6894454156954164,1.542384789956166
RB,2022,PPG,M9,5,12,6.4772187521056805,4.8401190925087985,1.637099659596882
RB,2022,PPG,M9,6,11,7.702387654009218,3.9529405888229423,3.749447065186276
RB,2022,PPG,M9,7,11,8.968691965350535,8.550802139037433,0.4178898263131021
RB,2022,PPG,M9,8,11,10.197325774273454,8.387631118881119,1.8096946553923345
RB,2022,PPG,M9,9,11,11.86401199597289,10.5675991455069,1.2964128504659893
RB,2022,PPG,M9,10,12,14.606373522650093,16.12690848571363,-1.5205349630635379
RB,2022,SEASON,V972,1,12,16.417981694275415,13.233333333333333,3.1846483609420826
RB,2022,SEASON,V972,2,11,27.25201033647395,23.290909090909096,3.961101245564855
RB,2022,SEASON,V972,3,11,41.72693962127166,32.60909090909091,9.117848712180752
RB,2022,SEASON,V972,4,11,53.02048912776711,44.31818181818182,8.702307309585287
RB,2022,SEASON,V972,5,12,68.3766761424574,45.32500000000001,23.05167614245739
RB,2022,SEASON,V972,6,11,84.98369655654028,67.42727272727272,17.55642382926756
RB,2022,SEASON,V972,7,11,97.22976376687348,113.80909090909091,-16.579327142217437
RB,2022,SEASON,V972,8,11,114.07384015362936,133.86363636363637,-19.78979621000701
RB,2022,SEASON,V972,9,11,133.96839871455145,150.8090909090909,-16.840692194539457
RB,2022,SEASON,V972,10,12,166.26785895182385,220.12500000000003,-53.857141048176175
RB,2022,SEASON,M9,1,12,18.360013029052233,9.275,9.085013029052233
RB,2022,SEASON,M9,2,11,30.370450063969802,22.545454545454547,7.824995518515255
RB,2022,SEASON,M9,3,11,40.18178034179769,39.10909090909092,1.072689432706774
RB,2022,SEASON,M9,4,11,52.95471919793481,41.13636363636363,11.818355561571174
RB,2022,SEASON,M9,5,12,68.13728709931156,38.800000000000004,29.33728709931156
RB,2022,SEASON,M9,6,11,84.79319801485396,79.75454545454546,5.038652560308492
RB,2022,SEASON,M9,7,11,97.35300300075019,110.34545454545454,-12.992451544704352
RB,2022,SEASON,M9,8,11,114.11965042528404,103.96363636363635,10.156014061647682
RB,2022,SEASON,M9,9,11,135.8039994620468,164.56363636363633,-28.759636901589545
RB,2022,SEASON,M9,10,12,166.3984672461754,234.92500000000004,-68.52653275382465
RB,2023,PPG,V972,1,11,1.8863441615208791,1.9659103930828528,-0.07956623156197362
RB,2023,PPG,V972,2,11,2.635509925584662,3.121806804306804,-0.486296878722142
RB,2023,PPG,V972,3,10,3.452630847555082,2.195708333333333,1.256922514221749
RB,2023,PPG,V972,4,11,4.50979452077757,4.371073975044563,0.13872054573300652
RB,2023,PPG,V972,5,11,5.966061907191943,8.069028030792738,-2.1029661236007957
RB,2023,PPG,V972,6,10,7.481820665947188,4.862406162464986,2.6194145034822016
RB,2023,PPG,V972,7,11,8.497694909416015,8.240978501593474,0.256716407822541
RB,2023,PPG,V972,8,10,9.67673326298232,10.257876050420169,-0.5811427874378481
RB,2023,PPG,V972,9,11,11.423547455718854,9.636180853460266,1.7873666022585883
RB,2023,PPG,V972,10,11,14.105436412825917,14.722237800078709,-0.6168013872527922
RB,2023,PPG,M9,1,11,1.7987914101783993,2.4797049318773916,-0.6809135216989923
RB,2023,PPG,M9,2,11,2.7202024186374807,2.280815295815296,0.43938712282218484
RB,2023,PPG,M9,3,10,3.581345056204557,2.1749591503267975,1.4063859058777592
RB,2023,PPG,M9,4,11,4.502483145070118,5.080770202020202,-0.5782870569500833
RB,2023,PPG,M9,5,11,6.052386823884475,7.371300758065464,-1.3189139341809897
RB,2023,PPG,M9,6,10,7.51223400927605,6.3034703760292,1.2087636332468499
RB,2023,PPG,M9,7,11,8.52891112489661,7.72713224683813,0.8017788780584798
RB,2023,PPG,M9,8,10,9.76763110156066,8.5483662464986,1.2192648550620593
RB,2023,PPG,M9,9,11,11.512629864444982,10.417415661433042,1.09521420301194
RB,2023,PPG,M9,10,11,14.183342951979027,15.0329816017316,-0.8496386497525723
RB,2023,SEASON,V972,1,11,15.617601362216003,9.236363636363636,6.381237725852367
RB,2023,SEASON,V972,2,11,22.50782662371354,43.63636363636364,-21.1285370126501
RB,2023,SEASON,V972,3,10,34.031945018265255,20.709999999999997,13.321945018265257
RB,2023,SEASON,V972,4,11,47.33733807389533,58.44545454545455,-11.10811647155922
RB,2023,SEASON,V972,5,11,61.36984530277169,63.681818181818194,-2.3119728790465075
RB,2023,SEASON,V972,6,10,76.62713330896165,83.99000000000001,-7.362866691038363
RB,2023,SEASON,V972,7,11,97.24908196075361,123.39090909090909,-26.141827130155477
RB,2023,SEASON,V972,8,10,113.90115067215882,164.47,-50.56884932784118
RB,2023,SEASON,V972,9,11,136.42610390811961,142.18181818181822,-5.755714273698601
RB,2023,SEASON,V972,10,11,177.1959182047583,188.99999999999997,-11.804081795241672
RB,2023,SEASON,M9,1,11,15.825425361851982,33.49090909090909,-17.665483729057108
RB,2023,SEASON,M9,2,11,23.1615093610473,15.7,7.461509361047302
RB,2023,SEASON,M9,3,10,34.35713489066838,45.37,-11.01286510933162
RB,2023,SEASON,M9,4,11,45.961516829303015,31.027272727272727,14.934244102030288
RB,2023,SEASON,M9,5,11,63.2674007721331,66.57272727272728,-3.3053265005941768
RB,2023,SEASON,M9,6,10,76.34568936279078,90.36000000000001,-14.014310637209235
RB,2023,SEASON,M9,7,11,96.90144668265886,117.55454545454545,-20.65309877188659
RB,2023,SEASON,M9,8,10,114.93801401000174,162.7,-47.76198598999825
RB,2023,SEASON,M9,9,11,136.74401854244945,153.93636363636367,-17.192345093914213
RB,2023,SEASON,M9,10,11,176.80293230404976,184.69090909090906,-7.887976786859298
